graph_name,is_random,size,maximal_change_bits,n_inputs,normalized_n_inputs,max_degree,mean_degree,num_attractors,mean_attractor_length,median_attractor_length,std_attractor_length,max_attractor_length,std_attractor_basin,median_attractor_basin,max_attractor_basin,optimization_model_impact_scores,stochastic_model_impact_scores,optimization_state_impact_scores,stochastic_state_impact_scores,optimization_model_time,stochastic_model_time,optimization_state_time,stochastic_state_time
Predicting Variabilities in Cardiac Gene,False,15,1,1,0.06666666666666667,7,2.533333333333333,6,1.0,1.0,0.0,1,0.11579886816463651,0.24063188831741367,0.2630418809698751,"[0.5091844232182219, 0.49081557678177806, 1.0, 0.5091844232182219, 0.7472446730345335, 0.5091844232182219, 0.5011021307861866, 0.49081557678177806, 0.4842027920646583, 0.5091844232182219, 0.5091844232182219, 0.4842027920646583, 0.5121234386480529, 0.7472446730345335, nan]","[0.5009331373989729, 0.016737692872887597, 0.1336149889786923, 0.25304922850844985, 0.2515723732549597, 0.5014033798677457, 0.5022777369581205, 0.12376193975018394, 0.0931594415870684, 0.5008155767817797, 0.501175606171934, 0.026509919177075684, 0.016193975018368854, 0.252020573108009, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.006612784717119765, 0.0, 0.0, nan]","[0.001, 0.0, 0.0, 0.005, 0.006, 0.002, 0.0, 0.0, 0.005, 1.0, 0.005, 0.008, 0.01, 0.0, nan]",1.8532390594482422,1756.1868979930878,286.98755288124084,119.91547918319702
Pro-inflammatory Tumor Microenvironment in Acute Lymphoblastic Leukemia,False,26,1,0,0.0,9,3.1153846153846154,6,1.6666666666666667,2.0,0.4714045207910317,2,0.06634254340464746,0.1935805422647528,0.2460127591706539,"[0.7998405103668261, 0.539872408293461, 0.8129984051036683, 0.8129984051036683, 0.6128389154704944, 0.539872408293461, 0.9210526315789473, 0.8129984051036683, 1.0, 0.6128389154704944, 0.539872408293461, 0.8129984051036683, 0.539872408293461, 1.0, 1.0, 0.5251196172248804, 0.539872408293461, 0.6128389154704944, 0.539872408293461, 1.0, 0.539872408293461, 0.6128389154704944, 0.8129984051036683, 0.539872408293461, 0.539872408293461, 0.5338915470494418]","[0.23199362041467292, 0.18942583732057425, 0.11539872408293467, 0.053983253588516744, 0.18717304625199357, 0.18353269537480066, 0.0876794258373206, 0.6744338118022328, 0.06303429027113236, 0.14450159489633185, 0.5031897926634765, 0.6600478468899521, 0.03830940988835725, 0.019401913875598087, 0.5000996810207338, 0.5010047846889948, 0.1783253588516747, 0.01213317384370016, 0.14832535885167478, 0.19673046251993614, 0.09948963317384375, 0.5734370015948965, 0.0007894736842105263, 0.49840510366826124, 0.508771929824561, 0.2901834130781494]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6128389154704944, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.349, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.164, 0.153, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",6.25812292098999,10229.71557211876,2188.0423159599304,433.9486870765686
Regulation of the L-arabinose operon of Escherichia coli,False,13,1,4,0.3076923076923077,3,1.3846153846153846,21,1.4761904761904763,1.0,1.051939144494025,4,0.023041674902451167,0.056818181818181816,0.0762987012987013,"[0.7418831168831168, 0.5048701298701299, 0.8741883116883118, 0.5048701298701299, 0.4991883116883116, 0.3790584415584416, 0.4342532467532467, 0.8741883116883118, 0.4456168831168831, nan, nan, nan, nan]","[0.2770048701298703, 0.1604545454545448, 0.515535714285717, 0.508360389610391, 0.2903327922077927, 0.2938798701298703, 0.17409902597402574, 0.5111038961038984, 0.16738636363636317, nan, nan, nan, nan]","[0.0, 0.0, 0.0, 0.0, 0.06818181818181818, 0.0, 0.07548701298701298, 0.07548701298701298, 0.07548701298701298, nan, nan, nan, nan]","[0.0, 0.0, 0.0, 0.044, 0.026, 0.069, 0.053, 0.055, 0.068, nan, nan, nan, nan]",0.873816967010498,735.4724788665771,78.75130319595337,47.81673502922058
T cell differentiation,False,23,1,4,0.17391304347826086,5,1.4782608695652173,33,1.0,1.0,0.0,1,0.010091529662757202,0.030885938769981035,0.04822541316716337,"[0.5876456244920076, 0.5827688973178001, 0.8282308317529126, 0.6719046328908156, 0.5876456244920076, 0.7545380655648876, 0.5209970197778381, 0.5619073421836901, 0.56190734218369, 0.5984827959902466, 0.5041994039555676, 0.5876456244920076, 0.8512598211866702, 0.7875914386345164, 0.74966133839068, 0.8331075589271201, 1.0, 0.31156868057437004, 0.5827688973178001, nan, nan, nan, nan]","[0.49727716066106753, 0.2043511243565427, 0.1719425629910596, 0.05137090219452723, 0.5187483066919536, 0.5017502031969658, 0.5065700352208087, 0.5037659170956382, 0.24879707396369516, 0.5093578975887296, 0.5067569764291524, 0.506166350582498, 0.2419588187483063, 0.273787591438634, 0.290211324844215, 0.255800596044432, 0.30505824979680196, 0.27005147656461587, 0.5202763478732053, nan, nan, nan, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan, nan, nan, nan]","[0.0, 0.174, 0.201, 0.005, 0.0, 0.008, 0.009, 0.004, 0.004, 0.004, 0.006, 0.0, 0.004, 0.005, 0.006, 0.007, 0.006, 0.0, 0.007, nan, nan, nan, nan]",2.309696912765503,6379.890379190445,459.8947710990906,213.80615305900574
SKBR3 Breast Cell Line Long-term ErbB Network,False,25,1,4,0.16,7,3.24,152,1.0,1.0,0.0,1,0.011400940119750772,0.001903311762466692,0.05786067757898744,"[0.23296535972592308, 0.8610582413399314, 0.7590407308717169, 0.9999999999999999, 0.6646364674533689, 0.9999999999999999, 0.5108488770460602, 0.8610582413399314, 1.0, 0.299200609059764, 0.9999999999999999, 0.8755234107346783, 0.6543585839360487, 0.7860677578987438, 0.8804720213170918, 1.0, 0.8610582413399314, 1.0, 0.970688998858013, 0.6711077274457555, 0.555767034640274, nan, nan, nan, nan]","[0.2522763608678925, 0.323547773125218, 0.24746859535590196, 0.43016749143507965, 0.246376094404246, 0.43861438903690764, 0.2414389036924071, 0.3461362771221718, 0.2727027027026842, 0.24211267605632067, 0.44301484583172906, 0.24772744575559777, 0.45857251617813316, 0.28388656261893797, 0.3377388656261712, 0.23156832889225554, 0.42130947849255895, 0.2581271412257154, 0.2962009897220966, 0.2811457936809855, 0.3808679101636659, nan, nan, nan, nan]","[0.0, 0.05100875523410735, 0.009135896459840122, 0.0, 0.0, 0.19223448800913584, 0.004187285877426722, 0.05443471640654739, 0.0, 0.1724400456794823, 0.0, 0.0, 0.17548534449942896, 0.12485725161781495, 0.2405786067757898, 0.23372668443090971, 0.057480015226494104, 0.03045298819946707, 0.0030452988199467074, 0.4141606395127523, 0.6859535591929962, nan, nan, nan, nan]","[0.384, 0.054, 0.034, 0.044, 0.0, 0.367, 0.0, 0.081, 0.199, 0.38, 0.001, 0.002, 0.372, 0.823, 0.362, 0.403, 0.146, 0.054, 0.042, 0.549, 0.798, nan, nan, nan, nan]",23.87068200111389,9536.25769495964,19859.765178203583,478.0046100616455
SKBR3 Breast Cell Line Short-term ErbB Network,False,16,1,5,0.3125,5,2.5625,128,1.0,1.0,0.0,1,0.009825998624467458,0.0014858841010401188,0.03268945022288262,"[0.7466567607726596, 0.9123328380386331, 0.6708766716196137, 0.6463595839524516, 0.7080237741456167, 0.6664190193164934, 0.9843982169390788, 0.3298662704309064, 0.973997028231798, 0.40861812778603274, 0.13447251114413078, nan, nan, nan, nan, nan]","[0.21602526002972597, 0.4361812778604031, 0.2258543833581083, 0.23580980683507774, 0.2208766716196209, 0.23794205052007064, 0.46442050520068184, 0.2252154531946601, 0.21037147102526732, 0.20563893016345453, 0.23837295690937205, nan, nan, nan, nan, nan]","[0.0029717682020802376, 0.03046062407132244, 0.1641901931649331, 0.2875185735512629, 0.005943536404160475, 0.2511144130757799, 0.0029717682020802376, 0.2065378900445764, 0.0, 0.06983655274888562, 0.2184249628528973, nan, nan, nan, nan, nan]","[0.01, 0.056, 0.773, 0.755, 0.021, 0.742, 0.012, 0.205, 0.002, 0.085, 0.199, nan, nan, nan, nan, nan]",7.004942893981934,1517.9528679847717,2479.1985280513763,110.98004579544067
T-Cell Signaling 2006,False,40,1,3,0.075,5,1.325,10,2.3,1.0,2.051828452868319,6,0.04222563305047045,0.1150418820174657,0.1382997683122438,"[0.41561219034040275, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8551060417037961, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.6421315273569774, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8551060417037961, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8551060417037961, 1.0, 1.0, nan, nan, nan]","[0.18276955979326337, 0.2832258064516131, 0.472470147923721, 0.5120744965246834, 0.1011869541971129, 0.6301104972375698, 0.5931901621814301, 0.6952842630547135, 0.621450721796471, 0.6590180003564431, 0.5017804312956691, 0.471978256995188, 0.5420085546248438, 0.6877276777757971, 0.6735376938157194, 0.6589520584566033, 0.5913847798966314, 0.564607021921227, 0.5317447870254854, 0.33295847442523624, 0.5116129032258064, 0.1639779005524862, 0.5916022099447527, 0.6519889502762432, 0.2575441097843523, 0.6226857957583328, 0.6736695776153984, 0.36507396186063107, 0.6661129923364817, 0.6116129032258065, 0.36137408661557674, 0.6735376938157189, 0.502140438424523, 0.39027089645339574, 0.2551577258955625, 0.5620744965246833, 0.6008073427196584, nan, nan, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan, nan, nan]","[0.093, 0.0, 0.0, 0.0, 0.0, 0.0, 0.017, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.053, 0.0, 0.075, 0.023, 0.0, 0.0, 0.0, 0.0, 0.083, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.022, 0.0, 0.0, nan, nan, nan]",5.276726961135864,23475.451542139053,401.7252471446991,1081.715810060501
T-LGL Survival Network 2011 Reduced Network,False,18,1,0,0.0,4,2.388888888888889,3,3.0,4.0,1.4142135623730951,4,0.43243795335067214,0.051570835803200946,0.944279786603438,"[0.944279786603438, 1.0, 0.944279786603438, 1.0, 1.0, 1.0, 0.944279786603438, 0.944279786603438, 1.0, 0.944279786603438, 0.944279786603438, 0.944279786603438, 1.0, 0.944279786603438, 0.944279786603438, 0.944279786603438, 1.0, 0.944279786603438]","[0.09760521636040305, 0.28202133965619436, 0.2606105512744517, 0.14088915234143445, 0.2194013040901007, 0.22123888559573202, 0.25282157676348543, 0.23849436870183754, 0.05688796680497923, 0.3241138114997037, 0.3024955542382928, 0.2569472436277415, 0.253995257854179, 0.04808535862477769, 0.1871547125074096, 0.26003556609365736, 0.2915411973918198, 0.13564908120924715]","[0.05572021339656194, 0.0, 0.05572021339656194, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.029, 0.0, 1.0, 0.029, 0.0, 0.0, 0.0, 0.0, 0.023, 0.0, 0.0, 0.0, 0.002, 0.023, 0.0, 0.0, 0.0, 0.001]",0.6676230430603027,1945.2512521743774,44.107625007629395,152.81407690048218
FGF pathway of Drosophila Signalling Pathways,False,23,1,9,0.391304347826087,4,1.0434782608695652,439,1.0,1.0,0.0,1,0.001149820010573653,0.0022102161100196463,0.009577603143418467,"[0.5483791748526523, 0.9506385068762279, 0.27873280943025536, 0.5483791748526523, 0.9999999999999999, 0.5181728880157171, 0.9145383104125737, 0.5221021611001965, 0.9506385068762279, 0.5483791748526523, 0.1117387033398821, 0.4516208251473477, 0.2598231827111984, 0.38727897838899805, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[0.8735265225932164, 0.8796930255401739, 0.7795358546168242, 0.8777873280942012, 0.8062549115912736, 0.8116576620824292, 0.8685019646364414, 0.8738506876226918, 0.8587549115912588, 0.8718000982317251, 0.7613629666011101, 0.8109209233790952, 0.8084111001963831, 0.8105132612965774, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan]",21.24710512161255,4719.116189002991,6758.085067987442,187.95044422149658
Trichostrongylus retortaeformis,False,26,1,1,0.038461538461538464,5,2.230769230769231,11,4.454545454545454,1.0,5.246013835001276,13,0.10258052277277192,0.018702513150204558,0.2863822326125073,"[0.4924021040327293, 0.995032144944477, 0.7773232028053769, 1.0, 0.995032144944477, 0.9833430742255991, 1.0, 1.0, 0.4909409701928697, 0.9833430742255991, 0.9833430742255991, 0.995032144944477, 0.9646405610753945, 1.0, 1.0, 0.9646405610753945, 0.5026300409117476, 1.0, 1.0, 0.9646405610753945, 0.6107539450613676, 1.0, 1.0, 0.4924021040327293, 1.0, nan]","[0.161014026884863, 0.4584804208065452, 0.3268731735826998, 0.14896259497369982, 0.07233196960841601, 0.19627118644067817, 0.08514611338398598, 0.4970748100526008, 0.1165137346580949, 0.3559029807130331, 0.17417299824663965, 0.2374897720631204, 0.31174751607247186, 0.5072180011689064, 0.6072267679719456, 0.6279748684979534, 0.28166569257743956, 0.2336732904734067, 0.21184979544126203, 0.22409701928696632, 0.07267095265926349, 0.5357334891876092, 0.5350379894798359, 0.2621157218001164, 0.5652513150204553, nan]","[0.08620689655172414, 0.0, 0.0, 0.0, 0.3109292811221508, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8901227352425483, 0.26884862653419056, 0.0, 0.023085914669783752, 0.08620689655172414, 0.0, 0.08620689655172414, 0.0, 0.08620689655172414, 0.0, 0.0, 0.08620689655172414, 0.08620689655172414, 0.08620689655172414, 0.08620689655172414, nan]","[0.037, 0.0, 0.0, 0.0, 0.416, 0.0, 0.024, 0.0, 0.173, 0.0, 0.943, 0.522, 0.937, 0.011, 0.033, 0.025, 0.025, 0.0, 0.228, 0.003, 0.072, 0.225, 0.039, 0.028, 0.019, nan]",6.284189939498901,9096.353942871094,606.062577009201,384.103511095047
FA BRCA pathway,False,28,1,0,0.0,9,4.392857142857143,1,2.0,2.0,0.0,2,0.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.22, 0.02, 0.03, 0.04, 0.01, 0.03, 0.03, 0.26, 0.02, 0.05, 0.5, 0.02, 0.12, 0.1, 0.09, 0.19, 0.06, 0.02, 0.28, 0.0, 0.31, 0.01, 0.08, 0.31, 0.48, 0.14, 0.01, 0.11]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",3.4201788902282715,12834.462897062302,0.0001239776611328125,604.6192770004272
Arabidopsis thaliana Cell Cycle,False,14,1,0,0.0,8,4.714285714285714,1,8.0,8.0,0.0,8,0.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.15, 1.0, 0.1, 0.59, 0.36, 0.03, 0.07, 1.0, 0.46, 0.3, 0.26, 0.03, 0.11, 0.15]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",27.530412912368774,3963.6870591640472,3.409385681152344e-05,238.24230790138245
Aurora Kinase A in Neuroblastoma,False,23,1,4,0.17391304347826086,7,1.8695652173913044,45,2.466666666666667,3.0,0.8844332774281067,3,0.02297218796614716,0.008270676691729323,0.07468671679197995,"[1.0, 0.8473684210526317, 1.0, 0.8473684210526317, 1.0, 1.0, 0.8473684210526317, 1.0, 0.818295739348371, 1.0, 0.8473684210526317, 1.0, 0.37543859649122807, 0.8473684210526317, 0.8473684210526317, 1.0, 0.9090225563909776, 0.8473684210526317, 1.0, nan, nan, nan, nan]","[0.2897318295739315, 0.6130225563909797, 0.7468521303258197, 0.5653107769423574, 0.31087218045112436, 0.7485513784461207, 0.5641478696741861, 0.9358872180451209, 0.40424812030075147, 0.5062907268170442, 0.5350726817042607, 0.7550501253132887, 0.11275939849624086, 0.6246691729323337, 0.510724310776942, 0.2456390977443595, 0.07942355889724302, 0.5782005012531348, 0.47880200501253106, nan, nan, nan, nan]","[0.0, 0.0, 0.0, 0.009273182957393484, 0.0, 0.019799498746867168, 0.0, 0.02280701754385965, 0.015538847117794487, 0.02280701754385965, 0.0, 0.0, 0.0, 0.0, 0.02255639097744361, 0.0, 0.02255639097744361, 0.0, 0.02280701754385965, nan, nan, nan, nan]","[0.003, 0.008, 0.046, 0.039, 0.001, 0.036, 0.011, 0.02, 0.045, 0.025, 0.0, 0.046, 0.055, 0.004, 0.073, 0.063, 0.115, 0.012, 0.045, nan, nan, nan, nan]",8.537239074707031,8057.435616970062,2341.76154589653,235.53056502342224
B cell differentiation,False,22,1,5,0.22727272727272727,7,1.7727272727272727,59,1.0508474576271187,1.0,0.21968612536975796,2,0.011616304070305736,0.015702479338842976,0.0371900826446281,"[0.6239669421487603, 0.5061983471074379, 0.9355371900826447, 1.0, 0.18305785123966944, 0.5016528925619835, 0.5008264462809917, 0.5202479338842975, 0.5061983471074379, 0.556611570247934, 0.47355371900826443, 0.5008264462809917, 0.5161157024793389, 0.5016528925619835, 0.5161157024793389, 1.0, 0.5202479338842975, nan, nan, nan, nan, nan]","[0.17297107438016607, 0.542157024793386, 0.10547520661157059, 0.44628925619834703, 0.09310330578512437, 0.5444173553718992, 0.5458264462809893, 0.5422314049586745, 0.5415619834710723, 0.15093801652892583, 0.14733057851239673, 0.5422024793388404, 0.538929752066113, 0.5432396694214853, 0.5352603305785091, 0.3256198347107469, 0.5431239669421465, nan, nan, nan, nan, nan]","[0.008264462809917356, 0.0, 0.026033057851239667, 0.0, 0.014049586776859503, 0.0, 0.005371900826446281, 0.0, 0.0, 0.0, 0.02933884297520661, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan, nan, nan, nan, nan]","[0.067, 0.006, 0.088, 0.0, 0.178, 0.002, 0.01, 0.006, 0.011, 0.0, 0.025, 0.009, 0.064, 0.004, 0.07, 0.0, 0.007, nan, nan, nan, nan, nan]",5.395047187805176,3557.1708648204803,2974.682054042816,189.7467520236969
Body Segmentation in Drosophila 2013,False,17,1,3,0.17647058823529413,4,1.7058823529411764,10,1.0,1.0,0.0,1,0.04582576040407839,0.12144128113879005,0.13656583629893237,"[0.5262455516014235, 0.7629003558718861, 0.7437722419928826, 0.9777580071174377, 0.7629003558718861, 0.7629003558718861, 0.7629003558718861, 1.0, 1.0, 0.45151245551601427, 0.7468861209964412, 0.7344306049822064, 0.7629003558718861, 0.5756227758007118, nan, nan, nan]","[0.17174377224199294, 0.528113879003559, 0.048847864768683275, 0.2507829181494662, 0.47964412811387924, 0.5008007117437724, 0.15592971530249133, 0.2411343416370104, 0.127620106761566, 0.26141459074733076, 0.25013790035587186, 0.48255338078291843, 0.4901512455516016, 0.16028914590747342, nan, nan, nan]","[0.0, 0.0, 0.13834519572953735, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11298932384341637, nan, nan, nan]","[0.0, 0.0, 0.108, 0.0, 0.0, 0.001, 0.0, 0.0, 0.016, 0.0, 0.0, 0.0, 0.001, 0.11, nan, nan, nan]",0.5823731422424316,2051.2985060214996,77.34836292266846,96.1084189414978
Bordetella bronchiseptica,False,33,1,0,0.0,6,2.393939393939394,4,1.25,1.0,0.4330127018922193,2,0.3889007727185596,0.029701230228471,0.9233743409490334,"[0.9409490333919156, 0.9581722319859403, 1.0, 0.9581722319859403, 1.0, 1.0, 1.0, 0.9409490333919156, 0.9233743409490334, 1.0, 1.0, 0.9409490333919156, 0.9652021089630931, 1.0, 1.0, 1.0, 0.9409490333919156, 0.9581722319859403, 0.9581722319859403, 0.9581722319859403, 0.9581722319859403, 1.0, 0.9581722319859403, 0.9581722319859403, 0.9652021089630931, 1.0, 1.0, 0.9581722319859403, 0.9581722319859403, 1.0, 1.0, 1.0, 0.9581722319859403]","[0.12410896309314572, 0.5195395430579964, 0.2448752196836552, 0.052745166959578205, 0.04703690685413009, 0.48345518453427017, 0.5217855887521964, 0.12079789103690679, 0.18724077328646735, 0.501043936731107, 0.48146572934973636, 0.015462214411247802, 0.2994446397188045, 0.05132513181019333, 0.43173989455184514, 0.2540421792618626, 0.072506151142355, 0.24713884007029852, 0.08218980667838316, 0.26156766256590486, 0.11863971880492084, 0.023029876977152915, 0.16808435852372558, 0.08689982425307548, 0.22529349736379564, 0.4716379613356765, 0.46447451669595735, 0.5102108963093146, 0.15857644991212633, 0.5408717047451669, 0.5975676625659047, 0.5400773286467483, 0.14811950790861142]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03479789103690686, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9581722319859403, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01757469244288225, 0.0]","[0.0, 0.0, 0.0, 0.021, 0.018, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.031, 0.025, 0.0, 0.018, 0.055, 0.0, 0.0, 0.0, 0.028, 0.0, 0.017, 0.0, 0.028, 0.975, 0.0, 0.0, 0.0, 0.046, 0.0, 0.026, 0.038, 0.018]",2.4277079105377197,12535.870860099792,345.1758599281311,792.8494629859924
BT474 Breast Cell Line Short-term ErbB Network,False,16,1,5,0.3125,6,2.875,80,1.0,1.0,0.0,1,0.012489546724305833,0.0031545741324921135,0.03627760252365931,"[0.7547318611987381, 0.5236593059936908, 0.5914826498422714, 0.6648264984227129, 0.9621451104100947, 0.6648264984227129, 0.638801261829653, 0.2697160883280757, 0.7089905362776024, 0.3454258675078864, 0.9889589905362777, nan, nan, nan, nan, nan]","[0.13819400630914913, 0.23133280757098146, 0.12468454258675259, 0.13246056782334528, 0.39145899053628574, 0.1494242902208192, 0.13044164037855036, 0.16641167192429066, 0.15921924290220907, 0.1299921135646698, 0.19285488958990654, nan, nan, nan, nan, nan]","[0.002365930599369085, 0.002365930599369085, 0.07255520504731862, 0.32807570977917977, 0.0, 0.03075709779179811, 0.05835962145110408, 0.0, 0.19242902208201887, 0.22397476340694, 0.0, nan, nan, nan, nan, nan]","[0.001, 0.003, 0.072, 0.753, 0.027, 0.042, 0.07, 0.011, 0.183, 0.373, 0.001, nan, nan, nan, nan, nan]",4.512717962265015,1157.0114500522614,2118.3456280231476,89.52684998512268
Budding Yeast Cell Cycle,False,20,1,4,0.2,6,2.1,32,1.875,1.0,1.8157298807917437,11,0.022377093222162938,0.027100840336134455,0.09033613445378151,"[0.5411764705882353, 0.838655462184874, 0.5915966386554622, 0.4810924369747899, 0.946638655462185, 0.8386554621848739, 1.0000000000000002, 0.6945378151260504, 0.4810924369747899, 1.0, 0.8025210084033614, 0.6949579831932773, 0.9529411764705883, 0.4432773109243697, 0.9466386554621848, 0.838655462184874, nan, nan, nan, nan]","[0.5117226890756359, 0.65767226890757, 0.230063025210086, 0.3636764705882385, 0.6505336134453844, 0.18381512605042163, 0.33947058823529735, 0.10398319327731134, 0.23362605042016976, 0.5633991596638702, 0.06881092436974773, 0.431394957983197, 0.3625924369747933, 0.1902689075630268, 0.10632352941176515, 0.34350840336134736, nan, nan, nan, nan]","[0.21722689075630253, 0.2226890756302521, 0.0, 0.11134453781512606, 0.0, 0.0, 0.0, 0.0, 0.11134453781512606, 0.0, 0.0, 0.2310924369747899, 0.0, 0.0, 0.3689075630252101, 0.0, nan, nan, nan, nan]","[0.217, 0.208, 0.219, 0.348, 0.022, 0.0, 0.0, 0.0, 0.216, 0.0, 0.0, 0.215, 0.094, 0.0, 0.509, 0.0, nan, nan, nan, nan]",3.8211429119110107,3411.099002122879,903.3334438800812,148.34631991386414
Budding Yeast Cell Cycle 2009,False,18,1,0,0.0,6,3.2777777777777777,1,11.0,11.0,0.0,11,0.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.08, 1.0, 1.0, 0.38, 0.52, 0.62, 0.58, 0.31, 1.0, 1.0, 0.08, 0.33, 1.0, 0.55, 0.39, 0.77, 0.16, 0.32]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.714771032333374,3742.538784980774,2.9087066650390625e-05,196.70831394195557
Cardiac development,False,15,1,1,0.06666666666666667,7,2.533333333333333,6,1.0,1.0,0.0,1,0.11522733031882876,0.23485967503692762,0.2651403249630724,"[0.5036927621861153, 0.5036927621861153, 0.5036927621861153, 0.7422451994091581, 0.4963072378138848, 0.5036927621861153, 0.7518463810930577, 0.4963072378138848, 0.2725258493353028, 0.7444608567208273, 0.515509601181684, 0.48670605612998524, 0.5036927621861153, 0.7444608567208273, nan]","[0.5016100443131453, 0.5022008862629239, 0.5008345642540611, 0.013013293943870057, 0.14318316100443126, 0.27522895125554, 0.13584194977843428, 0.051957163958641, 0.01806499261447565, 0.2580576070901041, 0.504793205317577, 0.13997045790251103, 0.5037813884785812, 0.252799113737076, nan]","[0.0, 0.0, 0.0, 0.009601181683899557, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.004, 0.003, 1.0, 0.009, 0.0, 0.005, 0.0, 0.0, 0.004, 0.008, 0.0, 0.005, 0.0, 0.0, nan]",2.061028003692627,1437.2182428836823,231.69573998451233,94.6249430179596
